id,description
105," Great Starter Home. Court location. Great condition - 3 generously sized bedrooms. Hardwood flooring- familyroom, living room, diningroom. Added recessed & custom lighting. Mirrored closet doors, insulated garage door, extra insulation, newer dual pane windows. Nice yard w/pool & solar to enjoy with friends & family"
106," Spectacular architect designed home w/breathtaking ocean views! Gleaming hardwood floors, beautiful kitchen, fireplace, limestone and talavera tiles in baths, slate entry. High ceilings w/exposed beams, huge family room/library w/fireplace. Beautifully landscaped gardens/huge deck. Separate laundry/utility room + 2 car Gar w/private drive & extra parking! Walk to the beach! Min. to the City & SFO. New windows! Entire home solar heated-PG&E under $6.00 per month! This home is simply stunning"
107," Great house on quiet westside street Inground pool with solar Family Room with wood burning stove Fireplace in livingroom Nice hardwood floors. Exterior just painted,Nice fountain in backyard Kitchen could uses some updating but this a really nice home that shows great House has solar for pool and hot water, new filter lining and pum"
108," NEW CONSTRUCTION! 3BR/2.5 BA HOME IN NEW SUBDIVISION BUILT BY CLARUM HOMES. 47 GREEN BUILT HOMES FEATURE ALL ENERGY EFFICIENT SYSTEMS INCLUDING: SOLAR PANELS, SOLAR ELECTRIC POWER SYSTEM, TANKLESS WATER HEATER, ENERGY EFFICIENT WINDOWS, WATER CONSERVING FIXTURES, RADIANT ROOF BARRIER SHEATHING AND MORE!"
109," Restricted to University of California Santa Cruz faculty & staff. Sixty year recorded ground lease, & recorded Conditions, Covenants and Restrictions. This new development of 45 homes is situated on University of California property and is bordered by the UCSC Arboretum, the UCSC Farm, & a permanent green belt. The site has sweeping views of Monterey Bay. Input for MLS statistical purposes only"
110," Beautiful ! Woodside Home Solar Advantage. Home built with Solar Tiles, Tankless Water Heater, Low E Windows, Radiant Barrier, Improved Insulation, Engery Efficient Heating and Air Conditioning. All this and LARGE LOTS! The very popular Tahoe Plan. Come and see our Green Homes!"
111, Not A short Sale!!! New carpet and Paint. Solar panels for electricity. Save energy cost
112," Mariposa, an all-single story community with oversize lots! Come view our model for additional details"
113," Not a short sale or REO. Rare opportunity to own a 4 bedroom in Willow Oaks on the greenbelt with a pool sized lot. No available home in this market has the tranquility of this location. And the kitchen, roof, flooring and paint have been updated. 3 car garage. Solar power and a dog run too. A great place to call home. PRICE REDUCTION . . . it will not last. Don't wait"
114," Mariposa, an all-single story community with oversize lots! This is a new plan! Stop in at the sales office to view the plan & specs. This is a solar home"
115," NEW construction in Orangevale is the one you've been looking for. Cozy Living Room, Dining Room and Kitchen with Courtyard views. ENERGY EFFICIENT SOLAR HOME with granite slab kitchen countertops, Birch cabinets, stainless steel appliances, beautiful upgraded flooring, designer selected faucets, decorative exterior lighting, dual zone heat and A/C plus much more. Includes SOLAR & Ca Green builder features that save our resources plus YOU MONEY"
116," NEW construction in Orangevale is the one you've been looking for. Cozy Living Room, Dining Room and Kitchen with Courtyard views. ENERGY EFFICIENT SOLAR HOME with granite slab kitchen countertops, stainless steel appliances, beautiful upgraded flooring, designer selected faucets, decorative exterior lighting, dual zone heat and A/C plus much more. Includes SOLAR & Ca Green builder features that save our resources plus YOU MONEY"
117," NOT BANK OWNED OR SHORT SALE. This Lennar SOLAR home is over 3,400sqft on a single level. ALL countertops are granite, LOTS of cherry cabinets, jr. master suite, private courtyard, etc. Nothing was overlooked when building this home. The location is amazing as well! Right next to a 5 mile rec trail that runs along protected wetlands. Come see and write an offer today! Less expensive than comparable new homes AND you OWN the solar equipment (not leased)"
118, Bank Owned Property in Jordan Park Subdivision. Well Priced 3 Bedrooms with Good Upgrade Features
119, Newer home is developed Sacramento neighborhood. Well-maintained and ready for a new owner. Close to shopping and restaurants. Convenient freeway and light rail access. Truly a must see
120," Two story 4 bedroom, 2 and 1/2 bath home with a well designed layout. Separate living room and family room. Pergo flooring and dual-pane windows. May need a little TLC but would be perfect for a first time buyer. Must see to appreciate"
121," And then there was one. Downtown's hottest loft properties nearly sold out. Only 1 left. Hip modern/post modern, sophisto-industrial look. Upscale features include granite counters, custom iron stair rails, open living space with great interior light & volume. Super-size master suite opens on wrap around covered balcony for watching the rain or afternoon sunning. Go green with solar panels that can cut utility bills significantly.Ground level office/exercise/bonus room. 2 car garage. HOA $93/mo"
122," SOLAR ELECTRIC!! provides all the electricity you need. This beautiful, well kept home features 4 bedrooms, 3 full baths (1 bed/1bath downstairs)Stainless steele appliances, private rear yards. Open Kitchen- 3 car garage. A must se"
123," Spectacular home and spectacular view!!! Solar powered home with many upgrades. Electric bill for the entire year of 2009 was less than $300.00! Four bedrooms, 4 bathrooms, plus office and bonus room. Unfinished wine cellar or extra storage behind wall. Beautiful ground level pool with views of the Folsom Lake and Sacramento and all of the bells and whistles! Designer touches throughout including extensive use of granite and travertine. Short sale subject to bank approval. Being sold as is"
124," Large home on large lot, Close to Granite Bay,updated interior, fernch doors,large open kitchen, tile floors, pool and hot tub. Property is zoned for horses however no amenities are included on property"
125," This is one pristine acre with a cozy 3bd/2ba home. Built in 1990, this home boasts a steel roof, solar system available for summer season. Refrigerator, washer/dryer and microwave included. Large permitted bonus room over garage. 20x22 workshop with extra 8 ft of work area in back of shop equipped with woodstove. Tons of stoarge space in home and storage over garage and outbuildings. Seller will include a large supply of firewood. Forty minutes from Boreal! A must see"
126," Beautiful! Woodside Home Solar Advantage! Home built with Solar tiles, Tankless Water Heater, Low E Windows, Radiant Barrier, Improved Insulation, Energy Efficient Heating and Air Conditioning, The very popular Tahoe Plan. All this and approx. 8,674 home site size with a very nice back yard!"
127," ***VIEWS***ENERGY EFFICIENT***HUGE LOT*** This is an unbelievable opportunity to get a large custom built home with Awesome Views. The home features solar energy, tank less water heater, central vacuum, custom stand alone patio, downstairs bedroom & full bathroom, 3 car garage and large kitchen. This home is located in a low traffic location on over a half acre with no HOA. This is a Great home at a Great price, Call Today"
128," Incredible sweeping views will greet you from the moment you open the door. This beautifully designed home is located in premiere gated community of Wexford Estates & featured on the Granite Bay home tour. This large 3 story home offers a large bonus room, kitchenette, exercise room w/steam shower & wine cellar located on the lower level. Master suite offers a romantic fireplace & newly remodeled bathroom. Outside a sport court, fire pit & built-in BBQ are just a few amenities this home offers"
129," Buyer must have a pre approval lender letter with any offer. Good for first time buyer or investor. Needs minor cosmetic work/ paint, carpet, and cabinets. Make an offer"
130, Rare single story on huge corner lot. These never come up
131," With so much curb appeal, this home is hands down one of the best values you will find in Tiburon today! Features include solar power, bonus lanai room overlooking hot tub with waterfall into designer pool, separate office suite/au pair, formal dining, living and family rooms. Recent improvements include new fence, lawn, remodeled bathrooms, new carpet and paint inside and out! Look out to views of the Golden Gate Bridge towers and bay"
132," Practically for the price of the land....Rare opportunity to complete this 3-Story, Million Dollar Dream Home with your vision! Large 4 bedrooms/3.5 baths with Majestic views. Master Bedroom Suite is entire top floor with Floating Staircases, catwalks, the radiant-heat floors, gas fireplace and Solar Electric System prepped and ready for completion. INCLUDES adjacent lot w/city services (17373 Hillcrest Ave) for a total of approx. half acre"
133," Squeaky Williams designed home on large lot w/pool & spa. Hand hewn beams in living room. Completely updated keeping period charm. Three patios in lush backyard, meticulously maintained! Only 3 owners"
134," Well maintained at the end of court, with swimming pool,solar system. Upgraded flooring. Come see for yourself"
135," Lovely home for all ages. Single level with a sparkling pool. Four bedrooms, remote bed and bath, lovely family room and living areas,and corian in kitchen. Shelfield Estates is known for wonderful schools, Del Dayo, Arden and Rio Americano and for fabulous neighbors"
136," Fab. Private Gated 1.87 Acre Property with Views! 7 bd/6 ba. residence. Includes separate approx. 350+ s.ft.guest house. Main house has 5 bd/4 ba. + 1 bd/1Ba. with separate outside entrance. Also detached guest house (studio). 2 Car garage attached, plus one car detached garage. Totally private, gorgeous landscaping. Children's play room and play yard"
137, Great opportunity for lucky Buyer! Needs TLC but has lots of potential. Home is a must see for any Buyer looking for value
138," Located in one of San Anselmo's most desired neighborhoods close to town is this beautifully remodeled 2-story, 4bdrm, 2.5 bath Craftsman-style home. Not only does the home have beautiful appointments as hardwood floors, crown moldings, 2 fireplaces, cathedral ceilings, bay window & Elfa shelving. It also has a solar power system which provides almost 90% of the yearly electrical power costs. There is a large grassy yard, spa & sunny patio"
139, Charming family home in a convenient location. Easy freeway access only 2.0 miles to highway 50!! Great floor-plan with 4 bedrooms and 2 full baths!! Covered driveway for entertaining or toy storage!! Vinyl siding requires no exterior paint. A must see!
